"ID","RNAi_1","RNAi_3","RNAi_4","Untreated_1","Untreated_3","Untreated_4","padj","log2FoldChange","pvalue","foldChange","log10padj"
"FBtr0290019",1238.49355716395,1011.94957428668,1160.78134334947,3090.63829387772,3305.27413130356,3429.66267586436,1.99286851061499e-36,2.20250628868502,1.12009246325033e-40,4.60278255634346,35.7005213550869
"FBtr0331507",707.520143054518,760.1968573274,759.283069873774,432.045401272489,394.011905057068,382.652146093296,1.97325412882792e-09,-1.27172288014354,1.10906819291138e-13,0.414164877824391,8.70481697980586
"FBtr0332529",708.950334709303,545.143473919591,693.004875534106,1228.34222762415,1495.91666604592,1468.49331391615,3.01290012236872e-09,1.59626283731877,1.69340159755436e-13,3.0235906591593,8.52101526494897
"FBtr0302833",637.744768873251,733.405897382808,702.889504773609,351.387994488469,334.381680705789,276.277364569782,4.23682482913973e-10,-1.599387873905,2.3813089192557e-14,0.33001697204028,9.3729594914653
"FBtr0088266",512.087110868151,487.040424232471,482.101319293378,216.965854548904,222.140850970964,212.167239896184,1.33994303212835e-15,-1.7125575392527,7.53115463201634e-20,0.305118690199035,14.8729136653354
"FBtr0330118",79.4228531651204,71.3289571454281,79.1800660863912,249.712388977077,253.99171903716,257.155699480743,2.42379217824067e-21,2.49883114479679,1.36229326564786e-25,5.65227298626087,20.6155046203608
"FBtr0112735",50.9349106868913,55.5164624296182,56.7878490879292,20.8992073880053,19.7298447129596,18.9435019396671,1.9124229624054e-06,-2.15570227786546,1.07487801394188e-10,0.224423821168208,5.71841605038407
"FBtr0078915",478.815954271849,469.412793671732,503.835473209623,829.314000114432,776.689938591554,914.606679995071,6.41285675593862e-07,1.14766574384406,3.60434844645831e-11,2.21555131802883,6.19294846081568
"FBtr0301504",770.100241853568,819.078576065584,968.012906218078,1440.54592976586,1553.68876802929,1265.71085292141,0.00159736776622886,1.06319205574886,8.97801127601652e-08,2.08954967412814,2.79659508357588
"FBtr0302453",157.021117071736,160.559173971772,137.882026279318,48.6722527620843,70.120982563512,77.1846336555188,0.00171836083136953,-1.7713818960979,9.65805323386652e-08,0.292928019619079,2.76488563525541
"FBtr0079077",46.7399311099211,42.4045065293907,41.8262794347747,129.49469593067,134.705789926759,143.567814964193,1.99784189426061e-12,2.37136320467337,1.12288775531734e-16,5.17429821539058,11.6994388840615
"FBtr0300599",231.088854732445,236.957123281526,258.19909094059,608.126602873909,494.914616734458,641.156208133163,2.29334510233243e-11,1.82579313841815,1.28897543971023e-15,3.54501845601337,10.639530587764
